term_id,term_es,term_es_normalized,grammatical_label,equivalents_rrm,source_code,source_document,source_section,pdf_page,printed_page,extraction_status,validation_status,raw_entry
TERM-000326,caer,caer,vi,"1. ba'huichí (el sereno) 2. raramú (un rayo) 3. huichiba (sing.), rujuí, rujuní (pl.) 4. risú, risunú, (muchas cosas) S. i'mé (al suelo) 6. huichí (de arriba) 7. chucú (sing., de rodillas y en las manos) 8. ri'nahuí (por atrás, en la espalda) 9. na'mí, ca'mí (un pino, un poste) 10. najuí (muchas cosas, una trinchera) 11. sahuarusa (/as hojas) 12. bo'orusa (pelo a los animales) lleva a otro al caer (personas o cosas) yusa",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"caer vi 1. ba'huichí (el sereno) 2. raramú (un rayo) 3. huichiba (sing.), rujuí, rujuní (pl.) 4. risú, risunú, (muchas cosas) S. i'mé (al suelo) 6. huichí (de arriba) 7. chucú (sing., de rodillas y en las manos) 8. ri'nahuí (por atrás, en la espalda) 9. na'mí, ca'mí (un pino, un poste) 10. najuí (muchas cosas, una trinchera) 11. sahuarusa (/as hojas) 12. bo'orusa (pelo a los animales) lleva a otro al caer (personas o cosas) yusa"
TERM-000327,café,cafe,m,cajé heces del café cajé rachirá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,café m cajé heces del café cajé rachirá
TERM-000328,cajete,cajete,m,"bitori (plato, cazuela) en el cajete bitórachi hace cajetes bitórata",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"cajete m bitori (plato, cazuela) en el cajete bitórachi hace cajetes bitórata"
TERM-000329,calabacilla,calabacilla,f,carisí (planta),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,calabacilla f carisí (planta)
TERM-000330,calabacitas,calabacitas,f,chi'múcari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,calabacitas f chi'múcari
TERM-000331,calabaza,calabaza,f,1. bachí 2. sicobachi (blanca pintada) flor de calabaza bachí sihuará semilla de calabaza bachí racara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,calabaza f 1. bachí 2. sicobachi (blanca pintada) flor de calabaza bachí sihuará semilla de calabaza bachí racara
TERM-000332,calambre,calambre,m,"tiene calambre chopota, rabota",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,98,88,OCR estructurado,Pendiente de cotejo,"calambre m tiene calambre chopota, rabota"
TERM-000333,calcañar,calcanar,m,ranícuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calcañar m ranícuri
TERM-000334,caldo,caldo,m,ba'huira hace caldo ba'huirá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,caldo m ba'huira hace caldo ba'huirá
TERM-000335,calentar,calentar,vt,ratabacha 2. vr socuara (a la lumbre) 3. vr rasuca (al sol),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calentar 1. vt ratabacha 2. vr socuara (a la lumbre) 3. vr rasuca (al sol)
TERM-000336,calentura,calentura,f,tiene calentura ratara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calentura f tiene calentura ratara
TERM-000337,calmar,calmar,vi,1. quirá (la tempestad) 2. sihué (viento),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calmar vi 1. quirá (la tempestad) 2. sihué (viento)
TERM-000338,calor,calor,m,cuando hace calor ratabáachi (del sol) en el tiempo de calor cuhuésachi hace calor ratá tiene calor hue ratara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calor m cuando hace calor ratabáachi (del sol) en el tiempo de calor cuhuésachi hace calor ratá tiene calor hue ratara
TERM-000339,calzón,calzon,m,casibacha,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,calzón m casibacha
TERM-000340,cama,cama,f,juberi (de tablas) hacer una cama o una banca jubé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cama f juberi (de tablas) hacer una cama o una banca jubé
TERM-000341,camaleón,camaleon,m,jócari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,camaleón m jócari
TERM-000342,cambiado,cambiado,adj,nacuríhuami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cambiado adj nacuríhuami
TERM-000343,cambiar,cambiar,vt,nacurihua (pl.),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cambiar ví nacurihua (pl.)
TERM-000344,cambio,cambio,m,rojácami (dinero) en cambio si'huinárigá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cambio m rojácami (dinero) en cambio si'huinárigá
TERM-000345,caminar,caminar,vi,"1. simí, iná 2. hue ihuéami simí (aprisa) 3. tisóta (con bastón) caminar dormido ramuca asisa",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,"caminar vi 1. simí, iná 2. hue ihuéami simí (aprisa) 3. tisóta (con bastón) caminar dormido ramuca asisa"
TERM-000346,camino,camino,m,buhué en el camino buhuichí hacer camino burá hay camino burú había camino burúuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,camino m buhué en el camino buhuichí hacer camino burá hay camino burú había camino burúuri
TERM-000347,camisa,camisa,f,napacha poner una camisa a otro napachata ponerse camisa napacha quitar la camisa napachapa,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,camisa f napacha poner una camisa a otro napachata ponerse camisa napacha quitar la camisa napachapa
TERM-000348,camote,camote,m,chiquí (se usa para hacer pegamento para violines),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,camote m chiquí (se usa para hacer pegamento para violines)
TERM-000349,campana,campana,f,capaneri toca la campana huipisó capaneri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,campana f capaneri toca la campana huipisó capaneri
TERM-000350,campo,campo,m,cahuí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,campo m cahuí
TERM-000351,cana,cana,f,motosá carpintero tiene canas matosé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cana f motosá carpintero tiene canas matosé
TERM-000352,canasta,canasta,f,1. huari 2. imuri (con tapadera) 3. huatobé (grande),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,canasta f 1. huari 2. imuri (con tapadera) 3. huatobé (grande)
TERM-000353,cansado,cansado,adj,risíami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cansado adj risíami
TERM-000354,cansar,cansar,vr,risí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cansar vr risí
TERM-000355,cantar,cantar,vt,nahuají 2. vt huicará (con una sonaja) 3. vi cusú (el gallo) cuando cantan (gallos) cusúhuachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cantar 1. ví nahuají 2. vt huicará (con una sonaja) 3. vi cusú (el gallo) cuando cantan (gallos) cusúhuachi
TERM-000356,cantidad,cantidad,f,esa cantidad echiquí qué cantidad ¿chu quipu?,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cantidad f esa cantidad echiquí qué cantidad ¿chu quipu?
TERM-000357,caña de maíz,cana de maiz,f,ma' come caña maba,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,caña de maíz f ma' come caña maba
TERM-000358,capar,capar,vt,bichabú (un animal),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,capar ví bichabú (un animal)
TERM-000359,capitán,capitan,m,capitani,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,capitán m capitani
TERM-000360,capulín,capulin,m,1. cusabi (árbol) 2. cusabi racara (fruta),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,capulín m 1. cusabi (árbol) 2. cusabi racara (fruta)
TERM-000361,cara,cara,f,acá en su cara binoy acárachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cara f acá en su cara binoy acárachi
TERM-000362,caracol,caracol,m,narácuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,caracol m narácuri
TERM-000363,carbón,carbon,m,sahuiri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carbón m sahuiri
TERM-000364,cárcel,carcel,f,comurachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cárcel f comurachi
TERM-000365,cardar,cardar,vt,bo'osari rajana (lana),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cardar vt bo'osari rajana (lana)
TERM-000366,carecer,carecer,vi,quetasi te,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carecer vi quetasi te
TERM-000367,carga,carga,f,muruca (una carga amarrada),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carga f muruca (una carga amarrada)
TERM-000368,cargado,cargado,adj,uchérami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cargado adj uchérami
TERM-000369,cargar,cargar,vt,1. uché (un animal) 2. matora (en la espalda),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cargar ví 1. uché (un animal) 2. matora (en la espalda)
TERM-000370,cargo,cargo,m,"tiene cargo cusihua (sing.), igúsuhua (pl; autoridad)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,"cargo m tiene cargo cusihua (sing.), igúsuhua (pl; autoridad)"
TERM-000371,cariño,carino,m,tiene cariño garé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,cariño m tiene cariño garé
TERM-000372,carne,carne,f,sapá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carne f sapá
TERM-000373,caro,caro,adj,hue nateguí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,caro adj hue nateguí
TERM-000374,carona,carona,f,pera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carona f pera
TERM-000375,carpintero,carpintero,m,1. tabla sipáami (hombre) 2. o'yócuhui (pájaro) 3. socorachi (pájaro; cabeza colorada) 4. oyoque (pájaro; café y gris) 5. suquícari (pájaro; pinto) carrete,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,99,89,OCR estructurado,Pendiente de cotejo,carpintero m 1. tabla sipáami (hombre) 2. o'yócuhui (pájaro) 3. socorachi (pájaro; cabeza colorada) 4. oyoque (pájaro; café y gris) 5. suquícari (pájaro; pinto) carrete
TERM-000376,carrete,carrete,m,caruchi (de hilo de algodón),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,carrete m caruchi (de hilo de algodón)
TERM-000377,carrizo,carrizo,m,bacá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,carrizo m bacá
TERM-000378,carta,carta,f,oserí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,carta f oserí
TERM-000379,casa,casa,f,"bitechi, carí casa de la comunidad cumurachi en la casa bitichí, carírari, carichí entre las casas carírari hace una casa carirá tiene casa carihua",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"casa f bitechi, carí casa de la comunidad cumurachi en la casa bitichí, carírari, carichí entre las casas carírari hace una casa carirá tiene casa carihua"
TERM-000380,casar,casar,vr,"nihuícohua, napé está casada cuné",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"casar vr nihuícohua, napé está casada cuné"
TERM-000381,cascabel,cascabel,m,1. chamurá 2. sinohui chamurara (de víbora) cascabel del pascolero chanébari que tiene cascabel chamuré víbora de cascabel chico chachámuri víbora de cascabel grande sayahui,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cascabel m 1. chamurá 2. sinohui chamurara (de víbora) cascabel del pascolero chanébari que tiene cascabel chamuré víbora de cascabel chico chachámuri víbora de cascabel grande sayahui
TERM-000382,cascada,cascada,f,"bocuírachi, ba'huí huichírachi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"cascada f bocuírachi, ba'huí huichírachi"
TERM-000383,cáscara,cascara,f,1. cajera (delgada) 2. bachi cajera (calabaza) 3. narasi cajera (naranja),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cáscara f 1. cajera (delgada) 2. bachi cajera (calabaza) 3. narasi cajera (naranja)
TERM-000384,casi,casi,adv,"noguí, soguí ya casi ma ne muripi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"casi adv noguí, soguí ya casi ma ne muripi"
TERM-000385,caso,caso,m,le hace caso nijehua que no hace caso rasíami va a hacer caso nijiyama,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,caso m le hace caso nijehua que no hace caso rasíami va a hacer caso nijiyama
TERM-000386,castellano,castellano,m,"orí ra'íchara, chabochi ra'íchara",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"castellano m orí ra'íchara, chabochi ra'íchara"
TERM-000387,castigar,castigar,vt,castigo 'ya,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,castigar vt castigo 'ya
TERM-000388,castrar,castrar,vt,huichabú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,castrar vt huichabú
TERM-000389,catarro,catarro,m,tiene catarro cho'maná,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,catarro m tiene catarro cho'maná
TERM-000390,catorce,catorce,adj,macoy miná nahuó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,catorce adj macoy miná nahuó
TERM-000391,cazador,cazador,m,sirúami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cazador m sirúami
TERM-000392,cazar,cazar,vt,sirú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cazar vt sirú
TERM-000393,cazuela,cazuela,f,bitori,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cazuela f bitori
TERM-000394,cecina,cecina,f,sapá huaquichéami rapirárami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cecina f sapá huaquichéami rapirárami
TERM-000395,ceja,ceja,f,cochírahua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,ceja f cochírahua
TERM-000396,celos,celos,m,tiene celos ni'mayé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,celos m tiene celos ni'mayé
TERM-000397,celoso,celoso,adj,ni'mayéami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,celoso adj ni'mayéami
TERM-000398,cellisca,cellisca,f,rijísari (reg: grajea),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cellisca f rijísari (reg: grajea)
TERM-000399,ceniza,ceniza,f,napisó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,ceniza f napisó
TERM-000400,ceñir,cenir,vt,puma,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,ceñir ví puma
TERM-000401,cepa,cepa,f,cutémari (de árbol),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cepa f cutémari (de árbol)
TERM-000402,cepillar,cepillar,vt,"ri'huana, sipá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,"cepillar vt ri'huana, sipá"
TERM-000403,cerca,cerca,adv,muripi muy cerca murubé lo pone cerca murubéanta,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cerca adv muripi muy cerca murubé lo pone cerca murubéanta
TERM-000404,cercar,cercar,vt,1. 'yera 2. tigó (con piedra),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,100,90,OCR estructurado,Pendiente de cotejo,cercar ví 1. 'yera 2. tigó (con piedra)
